date,sym,kind,grade_shown,in_state,brk,px,alert_risk,R_alert,pct_alert,R_close,pct_close,close_risk,intraday_R
2026-02-03,HOOD,UR,False,False,False,88.7,1.3019643672909975,-1.4298248291015643,-1.8376553609648072,-3.014018125164888,-7.407829299240943,2.519721396395691,-1.0
2026-02-03,HTFL,ORB9,False,False,False,29.15,0.5172413793103292,-5.066670735677122,-2.6072062104684823,-0.32894726935519086,-0.8805917765928317,2.750634281455211,-1.0
2026-02-03,LITE,LVL,False,False,False,449.0,5.676897006213522,4.537313534054984,24.374165354433465,11.657825813560397,28.347505081060966,2.492230604835677,-1.0
2026-02-03,LLY,UR,True,False,False,1045.24,1.5634261283583362,-2.896492416922405,-4.458742775657387,1.7591094506185703,1.7320082096889733,0.994384419259009,-1.0
2026-02-03,MA,UR,False,False,False,554.33,0.9653388703714016,-1.0329880048643811,-0.987649311020744,-1.1716573532471304,-0.35953522307564656,0.3078049134059624,-0.68
2026-02-03,MRK,UR,False,False,True,116.4,4.450825556353211,-0.5397762790802989,-2.3000776153249913,0.05227474097058091,0.19855710331684318,3.9483074300880716,-0.11
2026-02-03,NFLX,UR,False,False,False,82.21,1.0944417117560334,-2.5505590545997103,-2.761218292900791,0.6875044703526214,0.2752079234227933,0.40190867091869364,-1.0
2026-02-03,NUE,ORB9,False,False,True,188.44,0.10092961487384589,-15.943574604235376,-1.607556344090788,-0.8537892789191504,-1.753358982088582,2.0966780913374006,-1.0
2026-02-03,OKTA,UR,False,False,False,86.6,0.9677043255217344,-5.1686776402484975,-4.95381344273238,0.518692021932733,1.3485611022663324,2.6693269783276463,-1.0
2026-02-03,QBTS,UR,False,False,False,20.97,2.2428083861530723,0.9347817794136458,2.0505465833584813,-1.0840322934815187,-6.028032855952481,5.888177080482371,-1.0
2026-02-03,QCOM,UR,False,False,False,149.83,0.9296059279218838,-3.5621740368828734,-3.2809184882189424,0.5937611354213623,1.1618603032063302,1.9958347630737228,-1.0
